,topic,document
466,0,Giant tortoise: Aldabra Giant Tortoises are classed as ‘vulnerable’ on the endangered list and are currently protected but suffer from poaching and loss of traditional habitat in the wild.
467,0,Lemurs: Lemur Island hosts the irresistible ring-tailed lemurs in a new exhibit.
468,0,"Pygmy hippopotamus: Hippopotamus means ‘river horse’ but their closest relatives are actually whales and dolphins!
"
469,0,Pelicans: The pelican's long beak and large throat pouch is used for catching prey and draining water from the scooped up contents.
470,0,"Butterfly House: The Butterfly House is a fascinating place to study all shapes, sizes and colours of the flighty creatures. If you have the right colour on they may land on you."
471,0,Elephants: The two baby elephants at the zoo are very playful.
472,0,Orang-utans: It is hard to know who is observing whom at the orang-utan enclosure. They seem as interested in us as we are in their comical behaviour.
473,0,Giraffes: The giraffe is the tallest living terrestrial animal and the largest ruminant. 
474,0,Zebra: Each zebra's stripes are as unique as fingerprints—no two are exactly alike.
475,0,Great Flight Aviary: The stately Jabirus in the Great Flight Aviary make a handsome couple.
476,0,"Wombat: Wombats are solid and stocky, have short legs and large front feet and bear-like claws."
477,0,"Emus: Emus cannot fly but they can run up to 40-50km per hour. 
"
478,0,Baboon: The baboons' custom-built enclosure recreates the environment of the north-east African savannah.
479,0,"Tapir: Tapirs look something like pigs with trunks, but they are actually related to horses and rhinoceroses."
480,0,Peccary: Peccaries are the only native wild species of pigs.
481,11,"churchill national park: Main picnic area: this popular picnic area was created in the late 1970s, with shelters, toilets, and powered barbecues. It is sometimes crowded on weekends, but much  quieter on week days"
482,77,"bellbird corner: This aqueduct was created by horse power in the 1930s to feed nearby Lysterfield reservoir. This gully is one of the more moist spots upon this level, easy section of this walk"
483,17,"where aqueducts meet: This siphon marks the point where a second aqueduct from a spring in the hills to the north fed into the main aqueduct. We can't follow the aqueduct here, but pick it up a little further on"
484,29,"The upper aqueduct: The northern aqueduct is more overgrown, but the west embankment provides a reasonably clear course for the short distance of 250 metres. There are fine views to the north and west"
485,60,"Dandenong Shire  quarry: This disused quarry only operated from 1913 to 1917, and provided Dandenong Shire Council with road metal via a narrow gauge 3 km horse-drawn tramway thru the Police Paddocks to Stud Road"
486,29,"crest of the range: The actual summit is slightly north of the track on private property, but even from the fence line there are excellent views in the direction of the city, and also wildlife in the mornings and evening"
487,70,"stonemasons track: The name of this track is literal. Beside the trail can be seen evidence of small scale quarrying, and the brick remains of buildings where the stonemasons lived and worked more than 100 years ago"
488,16,"flagpole: This rusty flagpole is a link to Australia's darkest hour. In 1941, a military camp was hurriedly set up here to stop a Japanese invasion of Melbourne. Its commander, Col. George Knox, had it moved"
489,17,"Back on the aqueduct: This is the east end of the main aqueduct we picked up 5 km earlier. The flat walking trail is an easy return route to the main picnic area, though there is much traffic noise from the nearby road"
490,17,Centenary Park : Access the start/ finish of the Cherry Walk from Centenary Park. Just a short walk from the town centre.  
491,2,"Swimming in the Ovens: You can also take some time to enjoy the lovely river, or use the waterslide or diving board. "
492,17,Big4Bright Holiday park: The path continues along the back of the Big4 Holiday Park on Mountbatten Ave. 
493,29,Bright Memorial Arboretum: This is a wonderful park and garden area with a variety of plants and trees. Great spot to picnic. There are some lovely vistas over the river and across the valley.
494,5,Arboretum sign: This sign tells more about the types of trees in the Arboretum. Have a quick read. 
495,33,"Arboretum entrance: This is another good spot from which to access this walk. And note, there are free ""poop bags""available to assist in cleaning up after your dog.  "
496,6,Bridge across the Ovens: Find this bridge to cross the Ovens and return via the north side of the river. It is easy to find and well marked from the walking path. 
497,69,Back Germantown Rd back to the walking path: Continue along the road until you see the river path access again. Easy to find. 
498,6,Bridge at Centenary Park : At this point you can cross the bridge to return to the starting point or continue along the well marked Cherry Walk route. 
499,23,"Tirhatuan Park: The park forms part of the Dandenong Creek vegetation corridor, providing important habitat for our native flora and fauna."
500,0,The path around the lake : The two lakes in the park are home to many species of birds and natural vegetation.  
501,25,Boardwalk: Stop here for a spot of wildlife watching.
502,1,Water Kites: This sculpture was selected by local residents to celebrate the parks many uses and to complement its natural beauty.      
503,4,Another Playground: This park boasts two playgrounds!
504,53,The jetty: Its special to be so close to the water birds.
505,0,Purple swamp Hen: The birds also enjoy a stroll in the sunshine.  Imagine walking with those big toes!
506,0,Wetland Birds: The Pacific Black Duck and white domestic duck soaking it up.    
507,4,"Playground: Designed and created with input from local residents and primary school students, it looks really fun!"
508,43,Anderson to Kilcunda: Start of the Walk
509,2,Bass Strait: Cape Woolamai is in the distance.
510,9,Bass Coast Rail Trail: Bass Coast Rail Trail
511,70,Mitchell Coal Mine Mullock Heap: The remains of the Mitchell Coal Mine
512,42,Black Head: Near Kilcunda
513,42,Interesting Rock Formation        : Near Kilcunda
514,0,Hooded Plovers: A pair of Hooded Plovers
515,6,Bass Coast Rail Trail: Wooden Trestle Bridge
516,0,Mob of Kangaroos: Near Bass Coast Rail Trail
517,43,Kilcunda Coastal Reserve: Kilcunda Coastal Reserve
518,19,Beautiful semi-rural surrounds: The scenery quickly changes after stepping off the Princes Highway to become a beautiful and tranquil semi-rural setting. 
519,78,Cross the road here: At this point the ‘new’ path stops – to continue you need to cross the road and head north along the footpath on the other side of Toomuc Valley Road.
520,26,Tranquil Toomuc Creek: The Toomuc Creek is a lovely little meandering creek which starts up near the Cardinia Reservoir. 
521,10,There are lots of seats along the way: There are many nice spots to rest those weary legs.
522,19,Underneath the canopy: It is great to be hidden from the busy streetscape under the native tree canopy.
523,0,So many birds of all shapes and sizes: If you stop and look up you will be amazed just how many birds there are to see!
524,17,First half of the walk is along a nice new concrete path: First half of the walk is along a nice new concrete path.
525,17,"Welcome to the Community Greenhouse Corridor : The walk starts right next to the Princes Highway, or it can be an extension of the Toomuc Creek Trail existing south of the highway."
526,56,"The path is a mix of grass, concrete and gravel: The path is a mix of grass, concrete and gravel. The first half of the walk is a concrete path and well suited to prams and wheelchairs."
527,19,"Careful crossing the side strees: There are a number of side streets that need to be crossed, make sure you look both ways!"
528,30,"Tick Bush: First stop. Look for the tick bush, an evergreen shrub. Its flowers usually  appear from September to December. Did they flower earlier? Check it out"
529,73,"Flannel Flower: Out of the track, you will have the chance to observe the Actinotus Helianthi. Don't forget to upload the pictures you take on the ClimateWatch app. "
530,65,"Gymea Lily: Continuing on the path, you are going to see  a giant tussock-like, rosette plant.  They can reach 5m high with the flower stalk.!"
531,5,"White Cedar: The White Cedar is one of only a few native Australian plants that are seasonally deciduous, although many species drop their leaves during droughts. "
532,30,"Fuchsia Heath: Fuchsia Heath's flowers are long and tubular, some of them have pink-red tubed and white lobes, others are white. Spot them! "
533,73,"Red Spider Flower: You might ask what is this? It's not a spider. It is a bright red, occasionally pink flower. Its spider appearance  explains its name. Keep recording for ClimateWatch app!"
534,0,Frogs: Listen for frogs. The link below will help you to recognize them and to catalouge them. Have fun!
535,0,Silky Oak: This giant tree is just past the cafe. Silky Oaks aren't related to other oak trees at all but are actually a species of Grevilla and are very popular with birds!
536,21,Firewheel Tree: This beautiful native tree on your righ has striking red flowers. Are they out today?
537,14,"Braybrook Community Hub: This state of the art Hub features a new library, community centre and spaces, community health services, maternal and child health services, early years centre, Men's Shed and  optometry services."
538,14,"Braybrook Park: Braybrook Park offers the community a peaceful place to walk and take in some fresh air.  Take friends and family, kick the footy or enjoy a picnic on the grass."
539,47,"Paul Sadler Swimland Braybrook: Paul Sadler Swimland has received many awards in Australia and USA, including the induction of Paul Sadler into the Australian Swim Coaches and Teachers' Association Hall of Fame. Call while it's hot!"
540,4,"Kinder Smith Playground: Kinder Smith Reserve has been given a face lift, with a new concrete walking path around the oval, and fresh landscaping. The local young children will love this exciting new playground!"
541,14," RecWest Braybrook  : At RecWest Braybrook there is something for everyone in the community.
Owned by the Maribyrnong City Council and managed by YMCA Victoria, RecWest offers sport-based activities and programs for all."
542,1,"GreenWORKS! Mural: The GreenWORKS! project, a successful council and community collaboration, provides a strong connection between the built environment, the natural world and the place the Braybrook locals call home."
543,18," Kinder Smith Reserve: Are you a team player? Kinder Smith Reserve is home to Sunshine Football Club, Sunshine YCW Cricket Club and RecWest Braybrook. Contact RecWest for enquiries about netball, basketball or futsal."
544,61,Blue Bamboo Vietnamese Restaurant and Cafe: Try a selection of delicious dishes from the menu and discover the tropical paradise out the back. You will want to go back for more!
545,64,Regulations: The Conglomerate Gully Flora Reserve has its own set of legislative regulations!  They ar eposted on a sign near the start of the walk.
546,45,"Information board: An information board near the start of the walk gives a summary of the history, ecology and geology of the reserve."
547,34,Hollow tree: This hollow tree stands by the side of the path.  Great for hide and seek.
548,34,"Fallen log: In a number of places, particularly this part of the walk, large fallen logs or trees are a feature.  They make good seats for adults and excellent play equipment for children!"
549,11,Hut: This interesting hut provides shelter - and curiosity.
550,22,"Lookout: The track starts to climb alongside a small gorge, with a stream flowing through it after rain or at wetter times of the year.  A lookout provides this view down the gorge."
551,22,"Climbing: The climb starts to get steep in this area, but that only adds to the sense of accomplishment.  Keep an eye on any under 5s though."
552,23,"A taste of NT: At times the landscape in this area is reminiscent of the northern territory, with woodland on the rocky escarpment."
553,22,"Cascades: The stream falls down the gorge, with a series of small waterfalls after rain.  The wetter it has been, the better they are. Unfortunately, was dry at the time of our visit."
554,47,"Pools: Even at the driest times, small pools remain in the streambed.  They appear to harbour life, but I'm not an entymologist."
555,22,"Clearing: At the highest point in the walk, you reach a clearing next to the stream above one of the waterfalls. "
556,21,"Burnt tree: Old burnt trees and stumps are a reminder that this area has high risk of bushfire.  In the summer, check the fire risk for the day before visiting.  Do not come on a day of total fire ban."
557,42,"Rocks and lichen: In this area particularly, rocks with coloured lichen will reward those who look carefully."
558,37,It's only grass: Native grass dominates at ground level in Conglomerate Gully.
559,23,Waves of grass: At times the native grass seems to be rolling down the hill in waves.
560,34,"Native forest: The interplay of native trees, grass and fallen logs is perhaps the defining feature of this walk."
561,0,"Wildlife: Wildlife on this walk is not used to humans and will typically move away from you - making it difficult to photograph!  Thanks to digital enhancement, you can make out this currawong."
562,66,"Water Tower: The Water Tower is one of a few peppered around the district. Built in 1957, the tower provides water pressure for thousands of homes across the urban area and has the capacity to store 2.7 megalitres"
563,7,"158 Orange Avenue: The building is now the Guide Hall, but originally was home to the Seventh Day Adventists, and  following that the Lutheran Church. The Church outgrew the site in 1966 when two congregations merged."
564,12,“Valetta” 223 Eleventh St: Built 1891 and believed to be designed by D.T. Edmunds who supervised construction of Rio Vista.  Valetta is on the corner of Henderson Place and two pillars at its entrance mark the little street. 
565,12,"Mildura Primary Schoo: Opened on September 13, 1890 with 300 eager students, despite the building not yet being complete. A year later, once all works were finished, Mildura Primary was official opened."
566,58,"Proudfoot House: Built 1891 for John Proudfoot who owned a produce store in Mildura. This fine example of a late Victorian brick house was later the Presbyterian Manse for many years, before moving into private hands."
567,27,Magnolia Avenue: There are still a number of attractive homes in this street but sadly many have been lost.
568,12,Lemon Avenue : Few streets in Mildura have retained their identity as well as Lemon Ave. This area was the tradesmen’s class and 3 of the houses along Lemon Avenue predate 1900 and another 14 are pre World War I
569,28,"50 Lemon Ave: A good example of the simple Edwardian Style. Currently a backpackers’ hostel, but its original owner was A.C Pugsley, who commissioned the home in 1902."
570,52,"Kathleen Kelly Kindergarten: Originally started down by the river, Kathleen Kelly Kindergarten was founded by 
Kathleen Kelly  (a member of the Bowring family) as a free kindergarten for children."
571,12,"Mildura Settlers Club: The ‘Setts’ as it’s commonly referred to, has been on this site since 1893. A prominent club until 1993, the 'Setts' is now  a modern office space,  popular bar, restaurant and function centre ."
572,68,77 Orange Avenue: Original Methodist Parsonage and was designed by William Sheridan and built in 1892. It’s an unusual example of a Tudoresque Victorian brick villa.
573,34,Tea Tree tunnel: A little after the start of the track is some beautifully gnarled Tea Trees that make the path look like a bit like a tunnel.
574,6,"Tidal River footbridge: From the path you can see the Tidal River footbridge. Cross the bridge to go to the tracks to Squeaky, Mt Bishop or other great walks."
575,10,First seat: The is the first of a few seats that have been installed long the track. wonderful to sit and watch for a while.
576,0,Hello wombat: If you take the walk at dusk you have a reasonable chance of coming across a wombat. Please don't feed the animals!
577,25,The Boadwalk: From here on the track is a Boardwalk until the last little bit.
578,41,The first viewing platform: There are three viewing platforms along the track that often used by people fishing. 
579,25,The bend: The boardwalk gets very close to the river at the first bend.
580,22,To Mt Obernon: Fantastic view to My Oberon and the third viewing platform along the river.
581,22,View from the last platform : Great view up the river from the final viewing platform.
582,9,Away from the river: The quietest spot of the walk as you head away from the river.
583,0,"Banksia stump: Love this gnarly old stump, wonder what animals live inside?"
584,15,Picnic tables: Two picnic tables can be found next the boardwalk. 
585,5,"Oh dear!: Unfortunately the Prom is being invaded by some pests, including feral deer that come to the river to drink. "
586,25,Back into Tea Tree: The final section of the boardwalk goes through a relatively youngish planting of Tea Trees.
587,23,Start at Coomoora Woodland on Serpentine Road: There are many ways to access Coomoora Woodland. It's even on the walking/cycle trail along the Dandenong Bypass. This suburban street is a quieter access point.
588,54,"Choose your own adventure!: There are paths in Coomoora Woodland but none are signposted. It's not a huge reserve, so don't worry about getting lost. Instead, look up and take in the sounds of the birdlife above."
589,0,"Home to endangered species: Coomoora Woodland is home to a number of threatened and endangered species; the swift parrot, grey-headed flying fox and growling grass frog have all been spotted here."
590,78,Short cut: There's a path along the back fences of houses that's good for bikes and short cuts. It takes you from the Serpentine Road entrance to the Coomoora Reserve sports ovals.
591,37,"Sporting ovals: If you fancy a run around, there's an oval here that's perfect for playing in. Cross the oval to reach Coomoora Road."
592,0,"Dandenong Bypass walking/cycling pathway: It's harder to hear the birds from the Woodlands here, with the whoosh of traffic flying by. Continue a little further to get back to the peace and quiet."
593,63,Coomoora Cricket Club: At the time of writing this building was still under construction (November 2015). It may offer public toilets and drinking fountains in the future. Stay tuned!
594,4,Playground: Small people might like to stop for a play before leaving Coomoora Reserve and heading out into the suburb. There are also bench seats and picnic tables nearby.
595,17,"A detour through the suburbs: Walk past the Keysborough Primary School and turn left onto Darren Road. You'll pass a milk bar along the way, if you need refreshments. Turn left at Harold Street."
596,32,Alex Nelson Reserve: This sports ground and local reserve offers a playground and shade for sitting. There's a pavilion and ovals for sports fans to enjoy.
597,32,A lovely path through Alex Wilkie area: Walk between the Alex Wilkie reserve lands. This public path will take you from Alex Nelson reserve to Mackay Street. Be sure to breathe in the scented bushland and look up for chattering birdlife.
598,32," Alex Wilkie Nature Reserve entrance: Enter the Alex Wilkie Nature Reserve here on Mackay Street. This educational and cultural nature reserve is open on Fridays (9-3pm) and every third Sunday (10-5pm). Note, it is closed June to August."
599,23,Remnant bushland: The Alex Wilkie Nature Reserve is a parcel of land that was bought by the Springvale South Community Association in 1950. Since then it has been protected. Join the ranger for a guided  bush walk.
600,32,"Scented trail: As you walk towards Mackay Street, take a breath in and smell the scented walk that's on your right. It's a separate trail in the Alex Wilkie nature reserve designed to engage all of the senses."
601,18,"Play in the nearby park: As you walk towards Springvale Road, there's another lovely park tucked behind the Mackay Street Centre. This park takes you south into suburban streets."
602,74,"Where next?: Walk or catch the 902 bus back to Coomoora Woodland, grab a bite to eat on Springvale Road or from the IGA, or cross Springvale Road and continue walking in Spring Valley Park on the other side."
603,45,Belgrave Station Sign: Hop off at Belgrave station to begin your walk. Belgrave is a Zone 2 station easily accessible from the city.
604,56,"Puffing Billy: If you're in luck, you might catch the Puffing Billy leaving the station! "
605,56,"Puffing Billy tracks: Cross the train tracks, carefully of course and preferably not in the path of an oncoming steam train."
606,36,National Parks sign: A sure sign that you're on the right path!
607,17,Gate at start of Coles Ridge Track: Your walk in the Dandenongs starts here! The gate at the start of Coles Ridge Track leads you in the right direction. Don't forget to breathe in the fresh air.
608,17,"Coles Ridge Track: The trees along this area are particularly scenic, particularly in the morning light."
609,36,Lots of signs: No chance of getting lost in the woods with these many signs pointing you in the right direction.
610,23,Walking along the track: More ferns and dappled sunlight on leaves.
611,0,Beautiful views: Beautiful views all along the walk. A perfect spot to stop and see if you can hear the resident lyrebirds.
612,5,Even more beautiful views: If only forests like these were all over Victoria!
613,23,"Heading towards the end of the walk: Make sure you fill your lungs with as much forest air as you can before leaving the park. Better still, come back for another visit soon!"
614,36,Leave a message: A lovely idea! Write or draw a message for the next person to see. 
615,4,Snakes and ladders: Come and play snakes and ladders! This is a colourful and fun way to play on the street.  Grown ups can play too :)
616,0,All creatures great and small: Which animals can you find? Come along to see which creatures have been visiting the area.
617,56,Hopscotch: Hop into it and show us your best moves. 
618,36,Sports walk: Can you name all the different sports show in this section? Can you name the sports people that play each of these games?
619,17,Track your numbers: Maybe this is a numbers game? 
620,0,Where the wild things grow: Can you name all these animals? I think they\'re all native to Australia.  And what\'s that harvester doing amongst it all?
621,17,Track your numbers: Is this a counting game? Make your own game up if you like.
622,31,Brimbank City Council: This walk is proudly brought to you by Brimbank City Council.
623,74,Lucknow - Eastwood Supermarket Carpark: Start the walk at the Lucknow - Eastwood Supermarket Carpark
624,19,Cross Howitt Avenue where safe to do so..: Look out for cars near the supermarket carpark and cross where the school children cross for the Lucknow Primary School.
625,17,Enter the park where the busses turn to collect the Lucknow Primary School Students.: The entry of the park starts at the bus turn area 
626,20,Alfred Howitt Community Hall: The Alfred Howitt Community Hall is where to cross the Balmoral Cres.
627,20,The new Alfred Howitt Memorial Hall: A wonderful hall
628,73,The staircase: This is the stairway to heaven
629,54,Baarton Place has a walk that cuts through the parks: Take the footpath and walking path through the park and Barton Place
630,0,Wetlands: There are some wonderful wetland full of birdlife here
631,0,Wetlands and footbridges: Wonderful wetlands here and a few picnic spots
632,9,a few water crossings: The Backwater from the Mitchel River is here
633,15,Picnic Point: A lovely spot for a picnic
634,41,Fishing platform: Fishing platform are down the side of the Mitchell River Backwater and Bream are found here..
635,21,Huge old gum trees here: There are some wonderful old gum trees in this park on this walk
636,54,Finns Road footpath is 2.5 metres wide all the way: Finns Road footpath is 2.5 metres wide all the way
637,23,Interesting tea tree growth and creek flow: A pleasant boardwalk through tea trees and a creek
638,15,A great picnic spot here: Fancy  a picnic?
639,0,More wetland areas with tons of cormorants and ibis and other water birds: More wetland areas with tons of cormorants and ibis and other water birds
640,15,Lovely walks under cover: There are a number of picnic tables under cover on this walk
641,54,Easy walking along the footpaths: The footpaths are wide and very good (concrete)
642,72,"The Nature Walk Car Park- a Heart Foundation Park Walk : Surrounded by black box, redgum and river cooba trees, sets the scene for this nature walk."
643,0,"First view of the Billabong: The Billabong is a birdwatchers paradise. View the Australian Pelicans, herons, black swans and a variety of ducks."
644,66, Walking track across the dam wall. : Kings Billabong took its name from the Indigenous word for still water-billabong. Local Indigenous people have enjoyed the Billabong's self supporting food supply for thousands of years.  
645,23,Discover native wildlife up close.: Walk or cycle in this dirt track through healthy woodland.
646,65, Native flowers in abundance along the Billabong bank: Delightful flowers spread through out the bushland offering fantastic photo opportunities.
647,66,Old Pump House viewed across the water: The Chaffey brothers selected Kings Billabong at the central water supply to establish the Mildura Irrigation Settlement.. Many trees were felled to feed the boilers of the steam powered pumps.
648,0,The Bird Hide: Take a picnic and relax and enjoy the delightful views.
649,0,Bird Hide View: A spectacular display of free flying birds perched peacefully on fallen trees.
650,17,Sit and ponder: The track creates a loop and you commence your return. 
651,43,One last  look before you cross the dam wall.: This Park Walk is nearly at an end but your exploration of Kings Billabong Wildlife Reserve has only just began. 
652,17,Starting off: The walk is wonderful from the first steps!
653,47,Venus Baths: Venus Baths is a picturesque area with a fresh water lake and many unusual rock formations. It is a wonderful spot to dip your feet in the water on a hot day.
654,2,"Magnificent views: Walking over the stoney outcrop gives some great views, and can be very windy on blowy days. Hold on to your hat!"
655,30,Wildflowers: In Spring there are a glorious array of wildflowers along the walk.
656,65,Orchid alert: Look out for orchids!
657,22,"Splitter Falls: Take the small detour to see Splitter Falls, it's worth it!"
658,6,"The bridge: Cross the bridge, but stop and look at the creek.."
659,17,"The steps: The track is full of wonderful surprises, like these steps."
660,43,"Wonderland carpark sign: Stay left, don't go to Wonderland carpark, it's only a car park!"
661,42,Grand Canyon: The aptly named Grand Canyon is a very impressive rock formation.
662,10,"Cool Chamber: The Cool Chamber is as it sounds, a nice little spot to stop on a hot day."
663,22,"Bridal Veil Falls: Just the ticket of a warm day, stand under the little falls to cool off."
664,42,Silent Street: Another pretty impressive park of the walk.
665,66,View to Lake Bellfield: Looking down to the lake which is a local water supply and is about 5km from Halls Gap.  
666,29,To Halls Gap: Its a pretty spectacular view that is worth the walk!
667,17,"The way down: The start of the walk back down towards Halls Gap is a bit of a clamber over rocks, but once you are on the track it is well marked."
668,42,Over the rocks: Keep going over the rocks. Once you get past the rocks its quicker to descend the mountain than it was to climb!
669,46,The steps: There a few long sets of metal steps on the way down that makes it a bit easier to walk and to protect the bush. 
670,4,Albert Park Primary School: A great idea - a primary school playground that is open to all on weekends.  
671,56,Jock's ice-cream shop: Jock's is famous for its ice-cream - worth a visit either on your way to or from the beach.
672,5,Fairy Tree: A delight at any time but lit with fairy lights (of course!) at night around Christmas!
673,3,"Gasworks Park: There are artists studios, a theatre and a cafe. Every 3rd Saturday there is a Farmers' Market.  In the park you'll also come across various wonderful sculptures and installations."
674,3,"Station Pier: Cross Beaconsfield Pde, head onto the beach, take your shoes and socks off and go for a paddle."
675,4,"Plum Garland Playground: Another favourite with our kids!
"
676,32,"Reserve Entrance: At the entrance to the reserve there is a small car park.

"
677,11,"Start of the walk: At the start of the walk, follow the sign to the picnic and BBQ area.
"
678,43,"Reserve Map: When you reach the aging reserve map, turn right and follow the Hakea Circle path to Acacia Walk."
679,30,Spreading Wattle: This wattle has needle leaves. Its lemon-cream globular flower-heads brighten the forest during the Spring season.
680,0,Austral Bracken: It is easy to find Austral Bracken which can out-compete other plants to form a dense understorey. It creates a humid microclimate under its leaves and is food for a variety of native insects.
681,0,"Local housing development: This bird box has a fairly small hole which would suit the White-throated Treecreeper, the Red-browed Treecreeper, the Feathertail Glider and the Sugar Glider amongst others."
682,5,"Common Hovea : Keep an eye out for interesting shrubs along the route.  The Common Hovea is a slender shrub, native to Australia. The upper leaves are narrow and long while the lower leaves are oval-shaped. "
683,0,Look up: It is worth stopping to appreciate the wonderful canopy overhead and the endless shades of green on show.  It is also a good opportunity to spot some of the 88 local species of birdlife darting about.
684,5,Abundant flora: 336 species of indigenous plants have been recorded in the Reserve.  Every visit to the reserve is rewarded by new discoveries!
685,0,"Bushy Needlewood: The prickly foliage of these understorey plants provides safe nesting sites for small birds and also provides nectar for native bees. 
"
686,21,"Walking among the trees: Trees along the walk include Stringybark and  the 60m high Mountain Grey gums
"
687,45,Sumner Park: Home of the Brunswick Zebras and general community play area. Often see many dogs running around here too.
688,4,"Bridge across to Merri Park: You could take a quick detour over the bridge, there is a children's playground. "
689,4,"Kirkdale Street Park : Features a recently upgraded children's playground (people have left toys to share in the sandpit!) and replanted, landscaped area."
690,77,Wales Quarry litter trap: A unique purpose built litter trap (built by Nick from CERES) that looks like a sculpture when not in use. Link below is to videos of it in action that were taken on a school excursion.
691,22,"Bench at path to Ceres.: If you haven't been, a visit to CERES Community Environmental Park is definitely worth the detour (has food and drinks too)."
692,22,The path: The path drops down close the Creek.
693,7,"Russian Orthodox Church: A magnificent looking building, particularly when the sun shines on the spires."
694,24,Brunswick velodrome: The velodrome has recently been improved and it is open to the public so you can see all sorts of people riding around. It is also the home of the Brunswick Cycling Club.
695,10,One of many seats: A welcome seat on a warm day (there are other seats along the path)
696,10,Shady path: A nice stretch of shady path.
697,78,"Harding Street Bridge: Great example of a suspension bridge. Cyclists are supposed to walk their bikes, like this respectful young chap, but be warned some don't and it's very narrow."
698,4,"Farmgate: Merri Creek Market Garden : Don't know anything about this urban farm but, it always good to look at what is being grown."
699,1,"Retaining wall: The  retaining wall is quite beautiful, it's bit like a sculpture."
700,35,"New bridge: This new bridge is a very welcome addition to the path, it is quite long and has a few dog legs which makes it interesting."
701,31,Big pool: Most of the creek is quite narrow apart from this big pool. Don't know if anyone ever swims in it but it looks a little inviting.
702,47,"Coburg Olympic Swimming Pool: If it is a hot day, bring your togs and stop off at the pool for a swim!"
703,32,"Coburg Lake Reserve: A popular park offering a great variety of activities including picnicking, playgrounds, barbecue facilities and nature play all set in a beautiful heritage setting."
704,24,Newport Park: Walking path through park to skate ramp and children's playground.
705,24,Skate ramp: Skate ramp in Newport Park
706,4,Children's playground: Children's playground
707,24,Newport Park Athletics Facility: Newport Park Athletics Facility with Newport Power station chimney in the background.
708,41,The Gatehouse: The Gatehouse was once part of the original Newport Power Station
709,8,HMAS Yarra Memorial: HMAS Yarra Memorial commemorates service in WW2.
710,41,The Warmies: The Warmies is a popular fishing spot. Newport Power Station pumps out warm water that attracts fish.
711,31,Riverside Park: Riverside Park is another popular fishing spot and a great place to view the ships in the Yarra River.
712,66,Scienceworks: Scienceworks is a great day out. From the walking path the original pumping station is what you're looking at.
713,31,The Punt jetty: The Punt takes bike riders and pedestrians across the Yarra River to Port Melbourne.
714,8,West Gate Memorial Park: West Gate Memorial Park was made in memory of those who lost their lives during the collapse of the West Gate Bridge in 1970.
715,8,West Gate Memorial Park: West Gate Memorial Park memorial
716,26,Stoney Creek Backwash: The Stony Creek Walkway extends across the backwater and provides access to the Yarra River. 
717,26,Stony Creek Backwash: View of Stony Creek Walkway
718,0,Blue wren: One of the many types of birds you might see along the trail
719,32,Toilets : Good clean toilets at the start or end of your walk are always welcome!
720,0,The path : Nice start to the walk past the blackwood and stringy bark trees. Wallabies are often here in the evening.
721,22,"The Bluff lookout path: This walk takes you to the Bluff Lookout not the base of the falls (make sure you are on the right path, this is the easier walk)."
722,30,Wildflowers: There are many beautiful wildflowers in Spring.
723,10,Seat: A welcome seat to sit and smell and hear the sounds of the bush.
724,78,The Bridge: The bridge over the little gully ensures a smooth path for prams and some wheelchairs.
725,23,"Grass trees: The sandy soils supports an Australian icon the Grass Tree, Xanthorrhoea australis. When in flower they are often called Kangaroo tails as they extend into the air, looking like a roo tail."
726,5,"Beatiful bush: The bush is really beautiful with grass trees, gums and lots of undergrowth."
727,22,"McKenzie Falls: The Falls look magnificent from up here, made us want to go down to the base too."
728,0,"Burnt out stump: Love this burnt out stump, although wouldn't want have been here when there was a fire."
729,58,"Point Cook Homestead: Open from 9am to 4pm daily, this wonderfully restored homestead was built in 1857 by the Scotsman Thomas Chirnside. He later went on to build Werribee Mansion with his brother Andrew."
730,0,Birdlife: There are lots of bird species to spot on the walk including Pied Cormorants who live in colonies and dive underwater to catch fish. 
731,2,"Beach walkers: If the tide is out, walking along the beach provides a lovely cool breeze in the summer.  As you walk there are shells to discover, birds to spot, and views of the CBD across the bay."
732,0,"Red-necked Stints: These small birds migrate from the northern hemisphere where they breed, to Victoria in summer.  They arrive in August and depart in February-March."
733,2,"High-tide detour: If the tide is in, you can walk along a wide path behind the beach, dotted with old pine trees.  It curves around Point Cook to the white beacon.  "
734,2,Wetlands entrance: This is the point where you leave the beach behind and start walking along the track next to the beach. 
735,2,A shorter option: At the point you leave the beach you will see the track to a white beacon.  You can skip the Wetlands part of the walk by following this track back to the Wetlands car park. 
736,56,The walking track: The walking tracks are frequently exposed and quite sandy in places.  A good hat and sun cream are recommended.
737,1,The Tower: There are great views from the tower platform.  Artist Bill Kelly designed it as A Monument to Migration and Aspirations - using the theme of bird migration as a symbol for human migration. 
738,0,"The Wetlands: The wetlands are a migratory haven for birds, some from as far away as Siberia and Japan.  The area is home to more than 200 species of birds including rare and endangered species."
739,30,Saltmarsh flora: If you look closely there are lots of hardy plants who find this challenging environment quite suitable for their needs including the Rounded Moon-flower and Beaded Glasswort.
740,22,The Falls: View the falls from a viewing platform below the falls.
741,33,Car park: park your car or bus at the car park before you head off for the walk.
742,22,New Facilities: Since Black Saturday new facilities have been added for convenience of people walking to the falls.
743,17,The start of the walk: Here is where you start the walk to the falls but there are also other paths for different walks. 
744,22,New platform: A new platform has been made down from the falls where you can stand over the flowing water.
